match_id,date,home_team,away_team,home_score,away_score,tournament,neutral_site,home_elo_pre_x,away_elo_pre_x,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,competition_importance,result_label,goal_margin,total_goals,tournament_group,home_match_id,home_neutral_site,home_tournament_group,home_competition_importance,home_elo_pre_y,home_goals_for,home_goals_against,home_shots_for,home_shots_on_target_for,home_xg_for,home_xg_against,home_points,home_win_flag,home_goal_diff,home_form_points_last5,home_goal_diff_form_last5,home_goals_for_last5,home_goals_against_last5,home_shots_last5,home_shots_on_target_last5,home_xg_last5,home_xga_last5,home_win_rate_last5,home_elo_last,home_matches_played_prior,away_match_id,away_neutral_site,away_tournament_group,away_competition_importance,away_elo_pre_y,away_goals_for,away_goals_against,away_shots_for,away_shots_on_target_for,away_xg_for,away_xg_against,away_points,away_win_flag,away_goal_diff,away_form_points_last5,away_goal_diff_form_last5,away_goals_for_last5,away_goals_against_last5,away_shots_last5,away_shots_on_target_last5,away_xg_last5,away_xga_last5,away_win_rate_last5,away_elo_last,away_matches_played_prior,elo_diff,form_points_diff,goal_diff_form_diff,goals_for_diff,goals_against_diff,shots_diff,shots_on_target_diff,xg_diff,xga_diff,win_rate_diff,matches_played_diff
1698,2015-12-27,Austria,Poland,3,3,Nations League,0,1774.2,1741.7,13,8,4,4,1.51,0.89,0.75,draw,0,6,nations_league,1698,0,nations_league,0.75,1774.2,3,3,13,4,1.51,0.89,1,0,0,1.2,0.0,0.8,0.8,7.0,3.0,1.298,1.094,0.2,1827.9,54,1698,0,nations_league,0.75,1741.7,3,3,8,4,0.89,1.51,1,0,0,0.2,-1.6,0.2,1.8,7.4,2.2,1.26,0.976,0.0,1741.0,67,86.90000000000009,1.0,1.6,0.6000000000000001,1.0,-0.40000000000000036,0.7999999999999998,0.038000000000000034,-0.1180000000000001,0.2,-13
1699,2015-12-29,Wales,Germany,0,3,World Cup,1,1744.1,1906.1,4,7,3,3,1.01,1.57,1.0,away_win,-3,3,world_cup,1699,1,world_cup,1.0,1744.1,0,3,4,3,1.01,1.57,0,0,-3,0.8,-0.4,0.8,1.2,7.0,3.0,1.16,1.486,0.2,1721.6,84,1699,1,world_cup,1.0,1906.1,3,0,7,3,1.57,1.01,3,1,3,2.6,2.0,2.8,0.8,9.2,3.8,1.7279999999999998,1.216,0.8,1908.0,76,-186.4000000000001,-1.8,-2.4,-1.9999999999999998,-0.3999999999999999,-2.1999999999999993,-0.7999999999999998,-0.5679999999999998,-0.27,-0.6000000000000001,8
1700,2015-12-31,Chile,Senegal,0,2,World Cup,1,1722.1,1803.4,13,5,3,2,1.28,1.8,1.0,away_win,-2,2,world_cup,1700,1,world_cup,1.0,1722.1,0,2,13,3,1.28,1.8,0,0,-2,1.4,0.0,1.6,1.6,6.2,2.2,0.868,1.2819999999999998,0.4,1727.9,68,1700,1,world_cup,1.0,1803.4,2,0,5,2,1.8,1.28,3,1,2,1.2,-0.2,2.2,2.4,9.6,3.4,1.198,1.35,0.4,1793.4,73,-65.5,0.19999999999999996,0.2,-0.6000000000000001,0.7999999999999998,-3.3999999999999995,-1.1999999999999997,-0.32999999999999996,0.06800000000000028,0.0,-5
1701,2016-01-02,Paraguay,Colombia,0,2,Qualifier,0,1746.7,1793.2,10,5,3,2,1.42,1.16,0.85,away_win,-2,2,qualifier,1701,0,qualifier,0.85,1746.7,0,2,10,3,1.42,1.16,0,0,-2,1.2,0.0,1.0,1.0,7.0,2.2,0.9219999999999999,1.274,0.2,1752.7,76,1701,0,qualifier,0.85,1793.2,2,0,5,2,1.16,1.42,3,1,2,1.4,0.0,0.8,0.8,7.2,2.2,1.4300000000000002,1.288,0.4,1817.6,74,-64.89999999999986,-0.19999999999999996,0.0,0.19999999999999996,-0.19999999999999996,-0.20000000000000018,0.0,-0.5080000000000002,0.014000000000000012,-0.2,2
1702,2016-01-04,Czech Republic,Ecuador,0,1,Nations League,1,1707.9,1747.2,5,6,0,3,0.84,1.08,0.75,away_win,-1,1,nations_league,1702,1,nations_league,0.75,1707.9,0,1,5,0,0.84,1.08,0,0,-1,1.2,0.0,1.8,1.8,5.8,2.4,1.066,1.23,0.4,1727.5,75,1702,1,nations_league,0.75,1747.2,1,0,6,3,1.08,0.84,3,1,1,2.6,1.2,2.0,0.8,7.0,2.8,1.342,1.21,0.8,1763.4,83,-35.90000000000009,-1.4000000000000001,-1.2,-0.19999999999999996,-1.0,-1.2000000000000002,-0.3999999999999999,-0.276,-0.020000000000000018,-0.4,-8
1703,2016-01-05,Japan,Belgium,1,1,Continental Cup,1,1817.3,1849.1,6,6,1,1,1.65,2.15,0.92,draw,0,2,continental,1703,1,continental,0.92,1817.3,1,1,6,1,1.65,2.15,1,0,0,1.4,0.4,1.4,1.0,9.0,3.2,1.442,1.59,0.4,1829.5,49,1703,1,continental,0.92,1849.1,1,1,6,1,2.15,1.65,1,0,0,1.4,-0.2,1.8,2.0,6.8,2.6,1.4060000000000001,1.3719999999999999,0.4,1885.1,67,-55.59999999999991,0.0,0.6000000000000001,-0.40000000000000013,1.0,2.2,0.6000000000000001,0.03599999999999981,-0.2180000000000002,0.0,-18
1704,2016-01-06,Saudi Arabia,France,1,3,Friendly,1,1690.7,1950.7,5,9,1,3,1.14,1.8,0.5,away_win,-2,4,friendly,1704,1,friendly,0.5,1690.7,1,3,5,1,1.14,1.8,0,0,-2,1.0,-0.6,1.0,1.6,6.8,2.2,1.068,1.24,0.2,1642.4,66,1704,1,friendly,0.5,1950.7,3,1,9,3,1.8,1.14,3,1,2,1.0,-0.4,0.8,1.2,8.6,2.8,1.796,1.122,0.2,1942.6,72,-300.1999999999998,0.0,-0.19999999999999996,0.19999999999999996,-0.40000000000000013,-1.7999999999999998,-0.5999999999999996,-0.728,-0.11799999999999988,0.0,-6
1705,2016-01-06,Poland,Switzerland,1,0,Qualifier,0,1761.8,1856.0,12,8,5,1,1.81,0.94,0.85,home_win,1,1,qualifier,1705,0,qualifier,0.85,1761.8,1,0,12,5,1.81,0.94,3,1,1,0.4,-1.2,0.8,2.0,7.6,2.6,1.196,1.004,0.0,1741.7,68,1705,0,qualifier,0.85,1856.0,0,1,8,1,0.94,1.81,0,0,-1,1.4,-0.4,1.8,2.2,9.2,2.6,1.3820000000000001,1.2939999999999998,0.4,1802.7,67,-61.0,-0.9999999999999999,-0.7999999999999999,-1.0,0.20000000000000018,-1.5999999999999996,0.0,-0.18600000000000017,0.2899999999999998,-0.4,1
1706,2016-01-07,Wales,Egypt,3,1,Continental Cup,1,1718.9,1706.6,7,4,3,3,0.87,1.25,0.92,home_win,2,4,continental,1706,1,continental,0.92,1718.9,3,1,7,3,0.87,1.25,3,1,2,0.2,-1.2,0.6,1.8,6.6,3.0,1.0399999999999998,1.492,0.0,1744.1,85,1706,1,continental,0.92,1706.6,1,3,4,3,1.25,0.87,0,0,-2,1.8,0.8,1.4,0.6,6.0,1.8,1.024,1.1920000000000002,0.4,1712.0,67,32.09999999999991,-1.6,-2.0,-0.7999999999999999,-1.2000000000000002,0.5999999999999996,1.2,0.015999999999999792,-0.2999999999999998,-0.4,18
1707,2016-01-07,New Zealand,Australia,1,1,Friendly,1,1634.0,1719.1,5,5,2,1,0.92,1.44,0.5,draw,0,2,friendly,1707,1,friendly,0.5,1634.0,1,1,5,2,0.92,1.44,1,0,0,0.8,-0.4,1.0,1.4,5.0,1.4,0.99,1.426,0.2,1628.2,66,1707,1,friendly,0.5,1719.1,1,1,5,1,1.44,0.92,1,0,0,0.8,-0.8,0.8,1.6,7.4,2.6,1.1059999999999999,1.682,0.2,1709.8,69,-81.59999999999991,0.0,0.4,0.19999999999999996,0.20000000000000018,-2.4000000000000004,-1.2000000000000002,-0.11599999999999988,0.256,0.0,-3
1708,2016-01-08,Sweden,Austria,4,1,Friendly,1,1776.0,1804.2,8,8,4,1,1.73,1.69,0.5,home_win,3,5,friendly,1708,1,friendly,0.5,1776.0,4,1,8,4,1.73,1.69,3,1,3,0.2,-1.4,0.2,1.6,6.2,1.6,1.278,1.4200000000000002,0.0,1792.9,73,1708,1,friendly,0.5,1804.2,1,4,8,1,1.69,1.73,0,0,-3,1.2,0.0,1.4,1.4,8.6,3.4,1.334,1.05,0.2,1774.2,55,18.700000000000045,-1.0,-1.4,-1.2,-0.20000000000000018,-2.3999999999999995,-1.7999999999999998,-0.05600000000000005,-0.3700000000000001,-0.2,18
1709,2016-01-10,Nigeria,Mexico,0,0,Continental Cup,0,1740.0,1815.7,5,4,0,0,0.8,1.31,0.92,draw,0,0,continental,1709,0,continental,0.92,1740.0,0,0,5,0,0.8,1.31,1,0,0,2.0,0.6,1.6,1.0,7.0,1.8,1.03,1.19,0.6,1762.9,83,1709,0,continental,0.92,1815.7,0,0,4,0,1.31,0.8,1,0,0,1.6,0.2,2.4,2.2,10.0,4.0,1.2719999999999998,1.296,0.4,1805.4,83,-42.5,0.3999999999999999,0.39999999999999997,-0.7999999999999998,1.2000000000000002,-3.0,-2.2,-0.24199999999999977,0.1060000000000001,0.19999999999999996,0
1710,2016-01-12,Peru,Japan,1,1,World Cup,1,1757.4,1805.1,7,9,4,2,1.54,1.07,1.0,draw,0,2,world_cup,1710,1,world_cup,1.0,1757.4,1,1,7,4,1.54,1.07,1,0,0,0.8,-1.0,0.6,1.6,5.6,1.2,1.136,1.292,0.2,1711.3,61,1710,1,world_cup,1.0,1805.1,1,1,9,2,1.07,1.54,1,0,0,1.6,0.6,1.6,1.0,7.6,2.2,1.464,1.6979999999999997,0.4,1817.3,50,-106.0,-0.8,-1.6,-1.0,-0.6000000000000001,-2.0,-1.0000000000000002,-0.32800000000000007,0.4059999999999997,-0.2,11
1711,2016-01-13,Poland,Chile,3,0,Friendly,0,1741.6,1714.4,9,7,3,0,1.35,0.88,0.5,home_win,3,3,friendly,1711,0,friendly,0.5,1741.6,3,0,9,3,1.35,0.88,3,1,3,1.0,-0.8,0.8,1.6,9.2,3.4,1.472,0.97,0.2,1761.8,69,1711,0,friendly,0.5,1714.4,0,3,7,0,0.88,1.35,0,0,-3,1.2,-0.4,1.0,1.4,7.6,2.2,1.01,1.5239999999999996,0.4,1722.1,69,39.700000000000045,-0.19999999999999996,-0.4,-0.19999999999999996,-0.20000000000000018,1.5999999999999996,1.1999999999999997,0.46199999999999997,0.5539999999999996,-0.2,0
1712,2016-01-13,Czech Republic,Australia,2,2,World Cup,1,1762.8,1730.7,6,5,3,3,1.27,1.36,1.0,draw,0,4,world_cup,1712,1,world_cup,1.0,1762.8,2,2,6,3,1.27,1.36,1,0,0,0.6,-0.4,1.6,2.0,5.6,2.0,0.9480000000000001,1.218,0.2,1707.9,76,1712,1,world_cup,1.0,1730.7,2,2,5,3,1.36,1.27,1,0,0,0.4,-1.0,0.6,1.6,7.2,2.4,1.15,1.634,0.0,1719.1,70,-11.199999999999818,0.19999999999999996,0.6,1.0,-0.3999999999999999,-1.6000000000000005,-0.3999999999999999,-0.20199999999999985,0.4159999999999999,0.2,6
1713,2016-01-13,Poland,Germany,0,2,Nations League,0,1724.7,1912.1,7,6,2,2,1.09,1.4,0.75,away_win,-2,2,nations_league,1713,0,nations_league,0.75,1724.7,0,2,7,2,1.09,1.4,0,0,-2,1.6,0.4,1.4,1.0,8.8,3.2,1.428,0.9480000000000001,0.4,1741.6,70,1713,0,nations_league,0.75,1912.1,2,0,6,2,1.4,1.09,3,1,2,3.0,2.6,3.2,0.6,8.4,3.6,1.7120000000000002,1.1599999999999997,1.0,1906.1,77,-164.5,-1.4,-2.2,-1.8000000000000003,-0.4,0.40000000000000036,-0.3999999999999999,-0.28400000000000025,0.21199999999999963,-0.6,-7
1714,2016-01-14,Spain,Japan,0,1,World Cup,1,1914.4,1835.3,12,6,3,3,1.42,1.27,1.0,away_win,-1,1,world_cup,1714,1,world_cup,1.0,1914.4,0,1,12,3,1.42,1.27,0,0,-1,2.4,1.4,2.2,0.8,9.4,3.6,1.55,1.248,0.8,1935.5,80,1714,1,world_cup,1.0,1835.3,1,0,6,3,1.27,1.42,3,1,1,1.2,0.2,1.4,1.2,7.8,2.0,1.302,1.8159999999999996,0.2,1805.1,51,130.4000000000001,1.2,1.2,0.8000000000000003,0.3999999999999999,1.6000000000000005,1.6,0.248,0.5679999999999996,0.6000000000000001,29
1715,2016-01-14,Egypt,Sweden,0,0,Continental Cup,0,1725.4,1777.2,9,7,3,1,0.87,1.22,0.92,draw,0,0,continental,1715,0,continental,0.92,1725.4,0,0,9,3,0.87,1.22,1,0,0,1.2,-0.2,1.0,1.2,5.6,1.8,1.076,1.052,0.2,1706.6,68,1715,0,continental,0.92,1777.2,0,0,7,1,1.22,0.87,1,0,0,0.8,-0.4,1.0,1.4,7.0,2.2,1.334,1.4300000000000002,0.2,1776.0,74,-69.40000000000009,0.3999999999999999,0.2,0.0,0.19999999999999996,-1.4000000000000004,-0.40000000000000013,-0.258,0.3780000000000001,0.0,-6
1716,2016-01-16,Ivory Coast,Ukraine,1,1,Qualifier,0,1725.4,1774.9,7,4,1,1,1.75,1.26,0.85,draw,0,2,qualifier,1716,0,qualifier,0.85,1725.4,1,1,7,1,1.75,1.26,1,0,0,0.8,-0.4,1.0,1.4,6.8,2.2,1.116,1.454,0.2,1723.7,72,1716,0,qualifier,0.85,1774.9,1,1,4,1,1.26,1.75,1,0,0,1.4,0.2,1.0,0.8,8.6,2.6,1.068,1.3980000000000001,0.4,1771.4,60,-47.700000000000045,-0.5999999999999999,-0.6000000000000001,0.0,-0.5999999999999999,-1.7999999999999998,-0.3999999999999999,0.04800000000000004,-0.05599999999999983,-0.2,12
1717,2016-01-16,Croatia,Mexico,1,0,Continental Cup,0,1862.0,1785.0,5,5,1,1,1.75,1.05,0.92,home_win,1,1,continental,1717,0,continental,0.92,1862.0,1,0,5,1,1.75,1.05,3,1,1,0.8,-1.0,1.0,2.0,9.0,3.6,1.562,1.394,0.2,1854.8,64,1717,0,continental,0.92,1785.0,0,1,5,1,1.05,1.75,0,0,-1,1.2,0.0,1.8,1.8,8.8,3.4,1.236,1.1960000000000002,0.2,1815.7,84,39.09999999999991,-0.3999999999999999,-1.0,-0.8,-0.19999999999999996,0.1999999999999993,0.20000000000000018,0.32600000000000007,-0.19799999999999973,0.0,-20
1718,2016-01-16,Sweden,Germany,2,1,Qualifier,0,1755.3,1907.7,6,8,2,1,1.28,1.29,0.85,home_win,1,3,qualifier,1718,0,qualifier,0.85,1755.3,2,1,6,2,1.28,1.29,3,1,1,1.0,-0.2,1.0,1.2,6.8,2.0,1.342,1.432,0.2,1777.2,75,1718,0,qualifier,0.85,1907.7,1,2,8,1,1.29,1.28,0,0,-1,3.0,2.6,3.2,0.6,8.6,3.6,1.626,1.096,1.0,1912.1,78,-134.89999999999986,-2.0,-2.8000000000000003,-2.2,-0.6,-1.7999999999999998,-1.6,-0.2839999999999998,-0.33599999999999985,-0.8,-3
1719,2016-01-20,Uzbekistan,Chile,2,0,World Cup,1,1654.8,1746.3,6,8,2,2,0.71,0.94,1.0,home_win,2,2,world_cup,1719,1,world_cup,1.0,1654.8,2,0,6,2,0.71,0.94,3,1,2,1.2,0.0,0.8,0.8,5.4,1.2,1.026,1.268,0.2,1654.5,65,1719,1,world_cup,1.0,1746.3,0,2,8,2,0.94,0.71,0,0,-2,0.6,-1.2,0.8,2.0,7.6,1.6,0.916,1.5299999999999998,0.2,1714.4,70,-59.90000000000009,0.6,1.2,0.0,1.2,-2.1999999999999993,-0.40000000000000013,0.10999999999999999,0.2619999999999998,0.0,-5
1720,2016-01-20,Ecuador,Poland,1,4,Continental Cup,1,1778.1,1751.3,6,7,2,4,1.57,1.1,0.92,away_win,-3,5,continental,1720,1,continental,0.92,1778.1,1,4,6,2,1.57,1.1,0,0,-3,2.6,1.2,1.6,0.4,7.0,2.8,1.272,0.9039999999999999,0.8,1747.2,84,1720,1,continental,0.92,1751.3,4,1,7,4,1.1,1.57,3,1,3,1.6,0.4,1.4,1.0,8.8,3.0,1.298,1.0299999999999998,0.4,1724.7,71,22.5,1.0,0.7999999999999999,0.20000000000000018,0.6,-1.8000000000000007,-0.20000000000000018,-0.026000000000000023,0.1259999999999999,0.4,13
1721,2016-01-21,United States,Turkey,3,0,Nations League,0,1844.8,1752.3,12,7,5,2,1.83,1.57,0.75,home_win,3,3,nations_league,1721,0,nations_league,0.75,1844.8,3,0,12,5,1.83,1.57,3,1,3,2.6,0.8,1.2,0.4,9.4,2.6,1.468,1.188,0.8,1804.9,61,1721,0,nations_league,0.75,1752.3,0,3,7,2,1.57,1.83,0,0,-3,1.4,-0.2,1.2,1.4,5.4,1.4,1.17,1.47,0.4,1753.1,72,51.80000000000018,1.2000000000000002,1.0,0.0,0.9999999999999999,4.0,1.2000000000000002,0.29800000000000004,0.28200000000000003,0.4,-11
1722,2016-01-21,Tunisia,Senegal,2,0,Nations League,0,1692.6,1789.5,9,8,3,1,1.1,1.08,0.75,home_win,2,2,nations_league,1722,0,nations_league,0.75,1692.6,2,0,9,3,1.1,1.08,3,1,2,0.4,-1.6,0.6,2.2,6.8,2.0,0.994,1.356,0.0,1695.3,74,1722,0,nations_league,0.75,1789.5,0,2,8,1,1.08,1.1,0,0,-2,1.8,0.4,2.6,2.2,9.2,3.6,1.284,1.3399999999999999,0.6,1803.4,74,-108.10000000000014,-1.4,-2.0,-2.0,0.0,-2.3999999999999995,-1.6,-0.29000000000000004,-0.016000000000000236,-0.6,0
1723,2016-01-23,Ecuador,Denmark,3,1,Nations League,0,1787.3,1856.5,10,5,4,2,1.79,1.47,0.75,home_win,2,4,nations_league,1723,0,nations_league,0.75,1787.3,3,1,10,4,1.79,1.47,3,1,2,2.0,0.4,1.4,1.0,7.0,2.8,1.3539999999999999,0.9800000000000001,0.6,1778.1,85,1723,0,nations_league,0.75,1856.5,1,3,5,2,1.47,1.79,0,0,-2,0.8,-0.6,1.0,1.6,7.6,2.6,1.2200000000000002,1.4620000000000002,0.2,1854.2,76,-76.10000000000014,1.2,1.0,0.3999999999999999,0.6000000000000001,-0.5999999999999996,0.19999999999999973,0.13399999999999967,0.4820000000000001,0.39999999999999997,9
1724,2016-01-24,Iran,South Africa,3,0,Qualifier,0,1779.7,1646.7,9,7,3,1,1.31,1.19,0.85,home_win,3,3,qualifier,1724,0,qualifier,0.85,1779.7,3,0,9,3,1.31,1.19,3,1,3,0.6,-1.2,0.8,2.0,7.6,3.6,1.2280000000000002,1.11,0.2,1766.6,64,1724,0,qualifier,0.85,1646.7,0,3,7,1,1.19,1.31,0,0,-3,0.8,-0.8,1.0,1.8,6.6,1.8,1.052,1.458,0.2,1679.9,73,86.69999999999982,-0.20000000000000007,-0.3999999999999999,-0.19999999999999996,-0.19999999999999996,1.0,1.8,0.17600000000000016,0.34799999999999986,0.0,-9
1725,2016-01-25,Czech Republic,Egypt,0,0,World Cup,1,1744.0,1715.5,8,7,2,3,1.49,1.38,1.0,draw,0,0,world_cup,1725,1,world_cup,1.0,1744.0,0,0,8,2,1.49,1.38,1,0,0,0.2,-1.0,1.4,2.4,5.4,2.0,0.968,1.24,0.0,1762.8,77,1725,1,world_cup,1.0,1715.5,0,0,7,3,1.38,1.49,1,0,0,1.2,-0.2,0.8,1.0,6.6,2.2,1.072,1.0719999999999998,0.2,1725.4,69,37.399999999999864,-1.0,-0.8,0.5999999999999999,-1.4,-1.1999999999999993,-0.20000000000000018,-0.10400000000000009,-0.16800000000000015,-0.2,8
1726,2016-01-25,Senegal,Japan,1,0,World Cup,1,1784.0,1810.0,8,7,1,0,1.32,0.89,1.0,home_win,1,1,world_cup,1726,1,world_cup,1.0,1784.0,1,0,8,1,1.32,0.89,3,1,1,1.8,0.6,2.2,1.6,8.4,2.8,1.192,1.278,0.6,1789.5,75,1726,1,world_cup,1.0,1810.0,0,1,7,0,0.89,1.32,0,0,-1,1.8,0.6,1.6,1.0,7.2,2.4,1.282,1.7659999999999996,0.4,1835.3,52,-45.799999999999955,0.0,0.0,0.6000000000000001,-0.6000000000000001,1.2000000000000002,0.3999999999999999,-0.09000000000000008,0.48799999999999955,0.19999999999999996,23
1727,2016-01-25,Austria,Algeria,1,0,Nations League,0,1802.3,1755.1,15,9,4,3,1.59,0.98,0.75,home_win,1,1,nations_league,1727,0,nations_league,0.75,1802.3,1,0,15,4,1.59,0.98,3,1,1,1.0,-0.6,1.4,2.0,8.0,3.0,1.458,1.234,0.2,1804.2,56,1727,0,nations_league,0.75,1755.1,0,1,9,3,0.98,1.59,0,0,-1,1.0,-0.4,1.2,1.6,6.2,2.4,0.868,1.536,0.2,1719.3,83,84.90000000000009,0.0,-0.19999999999999996,0.19999999999999996,-0.3999999999999999,1.7999999999999998,0.6000000000000001,0.59,0.30200000000000005,0.0,-27
1729,2016-01-26,South Korea,Ecuador,2,2,Friendly,0,1807.4,1775.4,8,8,3,3,1.3,1.59,0.5,draw,0,4,friendly,1729,0,friendly,0.5,1807.4,2,2,8,3,1.3,1.59,1,0,0,1.4,-0.4,1.6,2.0,6.0,1.6,1.57,1.242,0.4,1792.7,67,1729,0,friendly,0.5,1775.4,2,2,8,3,1.59,1.3,1,0,0,2.4,0.8,2.0,1.2,8.2,3.4,1.384,1.098,0.8,1787.3,86,5.400000000000091,-1.0,-1.2000000000000002,-0.3999999999999999,-0.8,-2.1999999999999993,-1.7999999999999998,0.18600000000000017,-0.1439999999999999,-0.4,-19
1730,2016-01-26,Portugal,Uzbekistan,0,1,Continental Cup,1,1913.2,1678.7,11,4,2,3,1.9,0.87,0.92,away_win,-1,1,continental,1730,1,continental,0.92,1913.2,0,1,11,2,1.9,0.87,0,0,-1,2.0,1.2,2.2,1.0,11.2,4.4,1.698,1.176,0.6,1908.7,71,1730,1,continental,0.92,1678.7,1,0,4,3,0.87,1.9,3,1,1,1.6,0.4,1.0,0.6,5.8,1.4,0.998,1.278,0.4,1654.8,66,253.9000000000001,0.3999999999999999,0.7999999999999999,1.2000000000000002,-0.4,5.3999999999999995,3.0000000000000004,0.7,0.10200000000000009,0.19999999999999996,5
1728,2016-01-26,South Africa,Belgium,2,0,Qualifier,0,1667.4,1886.5,6,10,2,2,0.95,1.75,0.85,home_win,2,2,qualifier,1728,0,qualifier,0.85,1667.4,2,0,6,2,0.95,1.75,3,1,2,0.2,-1.6,0.4,2.0,6.6,1.4,1.0239999999999998,1.4620000000000002,0.0,1646.7,74,1728,0,qualifier,0.85,1886.5,0,2,10,2,1.75,0.95,0,0,-2,1.4,-0.2,1.8,2.0,7.2,2.6,1.6280000000000001,1.276,0.4,1849.1,68,-202.39999999999986,-1.2,-1.4000000000000001,-1.4,0.0,-0.6000000000000005,-1.2000000000000002,-0.6040000000000003,-0.18600000000000017,-0.4,6
1731,2016-01-26,Qatar,Belgium,0,2,Friendly,1,1635.9,1895.2,4,12,0,6,1.19,1.77,0.5,away_win,-2,2,friendly,1731,1,friendly,0.5,1635.9,0,2,4,0,1.19,1.77,0,0,-2,2.0,0.4,1.4,1.0,6.2,2.2,1.008,1.198,0.6,1705.2,70,1731,1,friendly,0.5,1895.2,2,0,12,6,1.77,1.19,3,1,2,1.4,-0.4,1.4,1.8,7.4,2.4,1.682,1.266,0.4,1886.5,69,-181.29999999999995,0.6000000000000001,0.8,0.0,0.8,-1.2000000000000002,-0.19999999999999973,-0.6739999999999999,0.06800000000000006,0.19999999999999996,1
1732,2016-01-28,Senegal,Serbia,1,0,Friendly,0,1836.5,1774.9,9,10,4,4,1.9,0.71,0.5,home_win,1,1,friendly,1732,0,friendly,0.5,1836.5,1,0,9,4,1.9,0.71,3,1,1,1.8,0.4,1.4,1.0,7.8,2.0,1.218,1.3039999999999998,0.6,1784.0,76,1732,0,friendly,0.5,1774.9,0,1,10,4,0.71,1.9,0,0,-1,1.6,0.2,1.2,1.0,6.4,1.8,1.184,1.2040000000000002,0.4,1786.6,74,-2.599999999999909,0.19999999999999996,0.2,0.19999999999999996,0.0,1.3999999999999995,0.19999999999999996,0.03400000000000003,-0.09999999999999964,0.19999999999999996,2
1733,2016-01-28,Croatia,New Zealand,6,0,Friendly,1,1874.3,1625.8,10,12,6,5,1.67,0.4,0.5,home_win,6,6,friendly,1733,1,friendly,0.5,1874.3,6,0,10,6,1.67,0.4,3,1,6,1.4,-0.6,0.8,1.4,7.8,3.2,1.566,1.322,0.4,1862.0,65,1733,1,friendly,0.5,1625.8,0,6,12,5,0.4,1.67,0,0,-6,1.0,0.0,1.0,1.0,5.0,1.6,0.982,1.222,0.2,1634.0,67,228.0,0.3999999999999999,-0.6,-0.19999999999999996,-0.3999999999999999,2.8,1.6,0.5840000000000001,-0.10000000000000009,0.2,-2
1734,2016-01-29,Egypt,Cameroon,1,2,Nations League,0,1723.3,1687.8,7,5,1,2,1.16,1.15,0.75,away_win,-1,3,nations_league,1734,0,nations_league,0.75,1723.3,1,2,7,1,1.16,1.15,0,0,-1,0.8,-0.4,0.6,1.0,6.0,2.4,1.1800000000000002,1.21,0.0,1715.5,70,1734,0,nations_league,0.75,1687.8,2,1,5,2,1.15,1.16,3,1,1,1.0,-0.4,0.8,1.2,7.4,2.8,0.882,1.27,0.2,1694.1,80,21.40000000000009,-0.19999999999999996,0.0,-0.20000000000000007,0.19999999999999996,-1.4000000000000004,-0.3999999999999999,0.29800000000000015,0.06000000000000005,-0.2,-10
1735,2016-02-01,Uzbekistan,France,0,0,World Cup,1,1682.8,1950.1,5,11,2,5,1.1,1.48,1.0,draw,0,0,world_cup,1735,1,world_cup,1.0,1682.8,0,0,5,2,1.1,1.48,1,0,0,2.0,0.6,1.2,0.6,5.2,1.6,0.9960000000000001,1.426,0.6,1678.7,67,1735,1,world_cup,1.0,1950.1,0,0,11,5,1.48,1.1,1,0,0,1.6,0.2,1.4,1.2,9.2,3.2,1.8239999999999998,1.126,0.4,1950.7,73,-272.0,0.3999999999999999,0.39999999999999997,-0.19999999999999996,0.6,-3.999999999999999,-1.6,-0.8279999999999997,-0.30000000000000004,0.19999999999999996,-6
1736,2016-02-02,Mexico,New Zealand,1,2,Nations League,0,1797.0,1642.2,13,5,3,2,1.62,0.94,0.75,away_win,-1,3,nations_league,1736,0,nations_league,0.75,1797.0,1,2,13,3,1.62,0.94,0,0,-1,1.0,-0.2,1.2,1.4,8.4,3.0,1.182,1.218,0.2,1785.0,85,1736,0,nations_league,0.75,1642.2,2,1,5,2,0.94,1.62,3,1,1,0.8,-1.2,1.0,2.2,6.6,2.4,0.93,1.2399999999999998,0.2,1625.8,68,159.20000000000005,0.19999999999999996,1.0,0.19999999999999996,0.8000000000000003,1.8000000000000007,0.6000000000000001,0.2519999999999999,0.021999999999999797,0.0,17
1737,2016-02-02,Italy,Canada,2,2,World Cup,1,1863.7,1765.8,8,5,3,2,2.26,1.86,1.0,draw,0,4,world_cup,1737,1,world_cup,1.0,1863.7,2,2,8,3,2.26,1.86,1,0,0,1.8,0.4,2.0,1.6,10.2,3.4,1.7119999999999997,1.164,0.6,1883.3,77,1737,1,world_cup,1.0,1765.8,2,2,5,2,1.86,2.26,1,0,0,1.8,0.8,1.8,1.0,7.2,2.6,1.152,1.2,0.4,1754.8,65,128.5,0.0,-0.4,0.19999999999999996,-0.6000000000000001,2.999999999999999,0.7999999999999998,0.5599999999999998,0.03600000000000003,0.19999999999999996,12
